Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
юр. лицо,списание средств,4120.73,наличный,Гомель,МаксБанк-XGMX-649,05-01-2014,10:40:27,неправильный ввод пин-кода,да,139.33
физ. лицо,списание средств,4426.56,безналичный,Брест,Беларусбанк-ADCM-287,30-07-2020,15:19:21,недостаточно средств,да,433.5
физ. лицо,списание средств,4946.47,наличный,Гродно,Беларусбанк-NHND-759,31-08-2014,19:57:23,успешно,да,120.16
физ. лицо,списание средств,4563.24,наличный,Могилев,Беларусбанк-SQXT-798,26-09-2006,12:58:10,неправильный ввод пин-кода,да,455.07
физ. лицо,списание средств,3580.53,наличный,Могилев,МаксБанк-NYAA-008,03-11-2019,04:30:51,успешно,да,335.17
физ. лицо,списание средств,3672.22,безналичный,Витебск,Приорбанк-BQHL-591,26-09-2022,17:32:52,успешно,да,295.73
юр. лицо,списание средств,3783.24,наличный,Гомель,Беларусбанк-VKYC-527,22-09-2007,05:31:24,недостаточно средств,да,304.73
юр. лицо,списание средств,2599.33,безналичный,Брест,БелАгропромбанк-DBUB-161,05-02-2017,01:45:20,недостаточно средств,да,73.9
физ. лицо,списание средств,497.99,безналичный,Брест,БелАгропромбанк-AXVK-969,14-03-2008,12:48:42,неправильный ввод пин-кода,да,15.6
физ. лицо,списание средств,3083.26,безналичный,Минск,БелАгропромбанк-KRBL-973,21-06-2009,05:23:55,неправильный ввод пин-кода,да,223.8
юр. лицо,списание средств,1865.25,наличный,Брест,МаксБанк-LCXA-177,21-01-2023,07:17:26,неправильный ввод пин-кода,да,126.18
физ. лицо,списание средств,3264.08,безналичный,Витебск,БелАгропромбанк-CESV-500,08-10-2008,20:33:54,неправильный ввод пин-кода,да,148.81
юр. лицо,списание средств,1010.19,безналичный,Минск,БелАгропромбанк-CARC-776,11-08-2010,03:54:55,успешно,да,65.41
юр. лицо,списание средств,800.22,наличный,Гродно,МаксБанк-MLRY-288,08-04-2007,22:28:39,недостаточно средств,да,40.82
юр. лицо,списание средств,3698.86,безналичный,Гродно,Белинвестбанк-HRYC-522,25-02-2004,04:41:05,успешно,да,294.69
физ. лицо,списание средств,1668.91,безналичный,Гродно,БелАгропромбанк-NOWT-631,04-11-2009,23:19:11,недостаточно средств,да,78.81
юр. лицо,списание средств,3732.29,наличный,Гомель,БелАгропромбанк-PCRI-162,14-05-2009,02:13:15,успешно,да,239.81
физ. лицо,списание средств,4812.45,безналичный,Могилев,БелАгропромбанк-BIOR-790,18-01-2013,12:07:38,недостаточно средств,да,161.8
юр. лицо,списание средств,2581.49,безналичный,Брест,МаксБанк-TZBG-343,13-10-2011,13:30:40,недостаточно средств,да,74.8
юр. лицо,списание средств,2522.95,наличный,Могилев,Приорбанк-ZUEZ-972,01-02-2023,22:46:37,успешно,да,105.93
юр. лицо,списание средств,4963.07,наличный,Витебск,МаксБанк-XMDN-903,28-07-2008,09:22:47,успешно,да,325.48
юр. лицо,списание средств,1354.63,безналичный,Могилев,МаксБанк-OKBV-032,06-08-2003,12:07:20,успешно,да,85.78
юр. лицо,списание средств,4618.03,наличный,Могилев,МаксБанк-FHFJ-012,27-12-2018,14:39:01,неправильный ввод пин-кода,да,340.11
юр. лицо,списание средств,532.65,наличный,Гомель,Белинвестбанк-KUZY-235,12-10-2024,03:40:16,неправильный ввод пин-кода,да,26.94
юр. лицо,списание средств,3394.54,наличный,Витебск,Беларусбанк-GUOU-201,14-10-2012,02:33:02,недостаточно средств,да,236.37
физ. лицо,списание средств,705.7,безналичный,Гомель,Приорбанк-IWYQ-760,09-01-2006,03:20:46,успешно,да,23.94
юр. лицо,списание средств,4914.41,наличный,Витебск,Беларусбанк-IYEG-411,06-05-2000,17:39:20,неправильный ввод пин-кода,да,370.48
юр. лицо,списание средств,2431.88,безналичный,Минск,БелАгропромбанк-WCJU-966,29-04-2019,08:38:53,успешно,да,33.93
физ. лицо,списание средств,748.0,наличный,Витебск,Белинвестбанк-TZGW-104,08-05-2023,20:56:23,недостаточно средств,да,10.76
физ. лицо,списание средств,2321.61,безналичный,Витебск,МаксБанк-EAWH-713,07-02-2009,08:44:50,недостаточно средств,да,195.72
юр. лицо,списание средств,4058.64,наличный,Гродно,Белинвестбанк-JAVD-314,10-05-2006,06:53:48,недостаточно средств,да,175.18
юр. лицо,списание средств,4768.34,наличный,Минск,Белинвестбанк-WLSB-289,21-08-2005,13:04:33,неправильный ввод пин-кода,да,162.16
физ. лицо,списание средств,264.01,безналичный,Брест,Белинвестбанк-VMXM-022,23-11-2020,20:09:54,неправильный ввод пин-кода,да,19.54
физ. лицо,списание средств,491.35,наличный,Гомель,Беларусбанк-PFIL-989,20-07-2021,21:38:00,недостаточно средств,да,30.56
физ. лицо,списание средств,2516.92,безналичный,Брест,БелАгропромбанк-QNFM-854,07-05-2013,11:13:30,недостаточно средств,да,165.96
физ. лицо,списание средств,2012.32,наличный,Витебск,Приорбанк-MVJU-008,24-05-2001,07:19:07,неправильный ввод пин-кода,да,26.22
физ. лицо,списание средств,3643.76,наличный,Минск,Белинвестбанк-TTIG-808,03-06-2006,20:03:27,недостаточно средств,да,348.7
физ. лицо,списание средств,840.7,наличный,Минск,МаксБанк-CXHA-974,02-10-2014,21:05:39,успешно,да,47.88
юр. лицо,списание средств,4056.24,наличный,Гомель,Белинвестбанк-XXXW-826,10-08-2010,02:57:49,неправильный ввод пин-кода,да,329.71
физ. лицо,списание средств,2244.92,наличный,Витебск,Приорбанк-FHTF-277,30-01-2019,21:16:52,неправильный ввод пин-кода,да,26.14
физ. лицо,списание средств,2951.91,безналичный,Минск,БелАгропромбанк-MZSM-059,24-05-2019,17:38:56,недостаточно средств,да,135.58
юр. лицо,списание средств,2094.3,безналичный,Минск,Белинвестбанк-HJIP-015,05-03-2006,01:33:31,недостаточно средств,да,63.49
физ. лицо,списание средств,4886.41,безналичный,Витебск,МаксБанк-KWQS-012,26-06-2015,12:35:00,недостаточно средств,да,269.9
юр. лицо,списание средств,2824.0,наличный,Гродно,Белинвестбанк-SCUM-532,12-08-2019,15:02:27,недостаточно средств,да,279.91
физ. лицо,списание средств,49.46,наличный,Минск,МаксБанк-NWME-336,24-06-2016,20:14:49,неправильный ввод пин-кода,да,1.81
физ. лицо,списание средств,3681.71,наличный,Могилев,Приорбанк-HBIP-643,13-09-2007,10:22:37,неправильный ввод пин-кода,да,129.63
физ. лицо,списание средств,381.39,безналичный,Минск,Приорбанк-DKQG-226,30-09-2020,19:45:06,неправильный ввод пин-кода,да,11.34
юр. лицо,списание средств,4267.83,наличный,Брест,Беларусбанк-TCKG-909,31-07-2005,13:59:11,недостаточно средств,да,61.62
юр. лицо,списание средств,785.98,безналичный,Витебск,МаксБанк-UFVS-175,06-04-2003,13:14:04,недостаточно средств,да,60.7
физ. лицо,списание средств,1554.53,наличный,Гомель,БелАгропромбанк-GXVX-391,08-01-2019,15:02:59,недостаточно средств,да,60.96
физ. лицо,списание средств,2796.44,наличный,Могилев,БелАгропромбанк-LORA-959,18-01-2018,15:18:13,неправильный ввод пин-кода,да,249.41
физ. лицо,списание средств,2306.61,наличный,Витебск,БелАгропромбанк-LQCD-859,31-01-2008,06:36:49,успешно,да,206.35
юр. лицо,списание средств,2136.08,наличный,Могилев,Белинвестбанк-VQNW-771,01-05-2001,00:38:07,недостаточно средств,да,45.26
юр. лицо,списание средств,1283.76,безналичный,Гродно,Беларусбанк-WVJT-712,06-09-2007,10:58:34,неправильный ввод пин-кода,да,35.55
юр. лицо,списание средств,2400.74,наличный,Гродно,БелАгропромбанк-UZCB-492,02-08-2007,06:31:19,неправильный ввод пин-кода,да,52.16
юр. лицо,списание средств,4282.47,безналичный,Гродно,Приорбанк-NJQG-219,20-06-2002,14:31:11,неправильный ввод пин-кода,да,385.61
юр. лицо,списание средств,2595.84,безналичный,Гродно,Беларусбанк-EXQD-657,29-03-2003,11:36:24,недостаточно средств,да,160.69
физ. лицо,списание средств,3412.51,наличный,Брест,БелАгропромбанк-JBDZ-643,19-02-2006,21:14:47,неправильный ввод пин-кода,да,263.61
физ. лицо,списание средств,4752.41,безналичный,Гомель,Белинвестбанк-BBUM-861,27-04-2010,00:05:29,неправильный ввод пин-кода,да,63.54
физ. лицо,списание средств,792.24,наличный,Минск,Белинвестбанк-DJZH-220,20-03-2006,20:52:46,недостаточно средств,да,72.82
юр. лицо,списание средств,4023.04,безналичный,Минск,БелАгропромбанк-JAFZ-032,30-09-2005,10:54:31,неправильный ввод пин-кода,да,373.39
физ. лицо,списание средств,2040.79,безналичный,Витебск,МаксБанк-VAXK-386,15-10-2017,00:15:33,успешно,да,92.91
юр. лицо,списание средств,1668.15,наличный,Могилев,Белинвестбанк-MUTN-112,01-01-2018,09:34:46,неправильный ввод пин-кода,да,52.92
юр. лицо,списание средств,2337.36,наличный,Минск,Беларусбанк-UTMI-776,13-12-2018,01:35:21,недостаточно средств,да,84.01
физ. лицо,списание средств,2072.43,наличный,Минск,МаксБанк-KUKG-925,20-06-2020,02:24:53,успешно,да,105.06
юр. лицо,списание средств,682.11,наличный,Брест,БелАгропромбанк-OLDX-661,18-03-2010,23:35:21,неправильный ввод пин-кода,да,67.15
физ. лицо,списание средств,327.19,наличный,Гомель,МаксБанк-IIFF-750,10-05-2020,05:15:05,недостаточно средств,да,16.48
юр. лицо,списание средств,1128.45,безналичный,Минск,БелАгропромбанк-KBGF-855,22-10-2007,16:17:47,успешно,да,22.71
физ. лицо,списание средств,4935.88,безналичный,Могилев,МаксБанк-TOLU-190,30-10-2001,08:53:00,успешно,да,274.21
юр. лицо,списание средств,1166.81,наличный,Брест,Белинвестбанк-KMFI-516,05-10-2001,18:41:28,успешно,да,56.22
юр. лицо,списание средств,2946.27,безналичный,Гродно,Беларусбанк-SGHH-760,30-06-2000,16:08:42,успешно,да,125.01
юр. лицо,списание средств,164.12,наличный,Могилев,Приорбанк-UNDD-240,07-11-2024,08:24:48,недостаточно средств,да,3.53
юр. лицо,списание средств,2583.74,наличный,Минск,Белинвестбанк-LEGE-667,01-12-2012,02:15:23,успешно,да,104.12
физ. лицо,списание средств,212.49,наличный,Могилев,Беларусбанк-DXDP-370,23-06-2024,16:06:26,неправильный ввод пин-кода,да,16.09
физ. лицо,списание средств,291.15,безналичный,Гомель,Белинвестбанк-XFVH-035,15-12-2017,12:38:13,успешно,да,27.5
физ. лицо,списание средств,225.09,безналичный,Минск,Беларусбанк-HZKQ-135,25-12-2005,08:02:44,недостаточно средств,да,15.75
физ. лицо,списание средств,342.11,безналичный,Гродно,Приорбанк-MASC-520,17-01-2008,12:06:53,неправильный ввод пин-кода,да,18.93
физ. лицо,списание средств,3217.73,безналичный,Минск,Беларусбанк-BNPJ-239,11-03-2020,05:58:42,недостаточно средств,да,192.69
физ. лицо,списание средств,2379.68,наличный,Гомель,Беларусбанк-KUGN-967,18-08-2001,02:05:07,неправильный ввод пин-кода,да,37.34
юр. лицо,списание средств,2737.46,безналичный,Витебск,Приорбанк-JXWX-568,07-12-2012,06:59:05,недостаточно средств,да,95.38
физ. лицо,списание средств,1127.0,безналичный,Витебск,Приорбанк-BUJE-346,22-03-2003,16:54:33,неправильный ввод пин-кода,да,21.05
физ. лицо,списание средств,3884.61,наличный,Гродно,БелАгропромбанк-ECUC-453,15-11-2009,21:39:43,успешно,да,171.25
физ. лицо,списание средств,1189.88,безналичный,Гомель,Беларусбанк-PGXH-808,12-02-2016,19:56:12,успешно,да,55.07
юр. лицо,списание средств,2812.45,безналичный,Брест,Беларусбанк-KMTT-199,09-05-2006,13:34:22,недостаточно средств,да,239.57
юр. лицо,списание средств,941.48,безналичный,Минск,БелАгропромбанк-QVJE-222,11-03-2021,07:21:24,недостаточно средств,да,39.69
физ. лицо,списание средств,2572.18,безналичный,Могилев,МаксБанк-GAWS-822,19-08-2021,19:50:08,недостаточно средств,да,208.32
юр. лицо,списание средств,2172.62,наличный,Гомель,Беларусбанк-LVEL-636,24-01-2012,10:53:59,неправильный ввод пин-кода,да,114.45
физ. лицо,списание средств,336.08,безналичный,Могилев,Беларусбанк-KCVH-196,12-05-2020,22:47:45,недостаточно средств,да,23.96
юр. лицо,списание средств,1291.62,наличный,Гродно,Беларусбанк-TBWZ-014,17-05-2001,00:38:49,успешно,да,84.58
юр. лицо,списание средств,4724.43,безналичный,Брест,БелАгропромбанк-VVOB-208,22-10-2007,19:09:47,неправильный ввод пин-кода,да,81.33
юр. лицо,списание средств,299.9,безналичный,Гомель,МаксБанк-XFUG-500,07-04-2011,15:49:16,неправильный ввод пин-кода,да,26.28
юр. лицо,списание средств,2538.88,наличный,Могилев,БелАгропромбанк-KBFW-340,07-01-2002,16:15:56,неправильный ввод пин-кода,да,37.76
юр. лицо,списание средств,387.01,наличный,Минск,Приорбанк-EDPT-081,10-11-2000,00:55:29,успешно,да,9.41
физ. лицо,списание средств,2068.47,наличный,Витебск,Беларусбанк-ZFCI-406,24-09-2010,07:05:23,успешно,да,144.96
физ. лицо,списание средств,3651.64,безналичный,Гомель,БелАгропромбанк-TASM-298,27-10-2003,21:45:05,успешно,да,68.43
физ. лицо,списание средств,955.3,наличный,Витебск,Беларусбанк-ZATA-576,23-12-2017,12:03:00,успешно,да,79.04
физ. лицо,списание средств,224.82,наличный,Гомель,Белинвестбанк-EDHF-830,11-05-2004,05:30:48,недостаточно средств,да,19.44
физ. лицо,списание средств,3329.16,безналичный,Гродно,МаксБанк-RRGE-029,28-10-2013,16:20:59,успешно,да,222.87
юр. лицо,списание средств,980.34,безналичный,Могилев,Белинвестбанк-HAKK-858,24-09-2024,08:32:22,недостаточно средств,да,24.78
физ. лицо,списание средств,3261.69,наличный,Брест,Белинвестбанк-QSFN-384,20-02-2023,16:05:37,успешно,да,101.2
юр. лицо,списание средств,4927.05,наличный,Гомель,МаксБанк-LNNY-439,14-03-2002,08:57:31,недостаточно средств,да,287.5
юр. лицо,списание средств,3721.23,безналичный,Могилев,Белинвестбанк-MLEB-254,11-07-2020,15:34:16,недостаточно средств,да,81.04
физ. лицо,списание средств,3995.72,наличный,Витебск,МаксБанк-XWFP-077,26-04-2020,10:20:02,неправильный ввод пин-кода,да,293.07
юр. лицо,списание средств,1744.53,безналичный,Могилев,Белинвестбанк-BONS-648,04-01-2002,23:08:51,недостаточно средств,да,31.86
юр. лицо,списание средств,2353.47,безналичный,Могилев,Белинвестбанк-TSNE-445,02-01-2010,12:52:04,недостаточно средств,да,168.97
юр. лицо,списание средств,2167.44,наличный,Могилев,Беларусбанк-UEGR-604,25-03-2019,05:17:20,успешно,да,65.26
физ. лицо,списание средств,1673.76,безналичный,Гродно,МаксБанк-AMWD-738,30-12-2008,23:02:06,недостаточно средств,да,89.73
юр. лицо,списание средств,3591.42,безналичный,Могилев,Белинвестбанк-MQXZ-363,19-05-2024,19:17:18,неправильный ввод пин-кода,да,198.51
юр. лицо,списание средств,490.6,безналичный,Минск,МаксБанк-MSFQ-176,26-03-2010,17:15:00,неправильный ввод пин-кода,да,37.25
физ. лицо,списание средств,4617.81,безналичный,Гродно,БелАгропромбанк-CVMA-726,19-12-2006,20:49:15,недостаточно средств,да,430.64
физ. лицо,списание средств,4736.96,безналичный,Гомель,МаксБанк-IATN-957,12-10-2017,05:32:11,успешно,да,188.68
физ. лицо,списание средств,3191.6,наличный,Гродно,БелАгропромбанк-IOVY-299,18-02-2020,21:22:57,неправильный ввод пин-кода,да,96.51
юр. лицо,списание средств,4091.94,безналичный,Гомель,Приорбанк-OCRG-874,10-02-2023,02:18:38,недостаточно средств,да,51.36
физ. лицо,списание средств,1080.21,безналичный,Могилев,Беларусбанк-TFKD-233,11-04-2010,10:53:14,неправильный ввод пин-кода,да,99.31
физ. лицо,списание средств,170.06,наличный,Гродно,Приорбанк-EUHN-037,14-04-2017,22:53:55,недостаточно средств,да,9.85
физ. лицо,списание средств,1604.25,наличный,Могилев,МаксБанк-BNPS-886,04-04-2018,14:55:21,неправильный ввод пин-кода,да,101.02
физ. лицо,списание средств,4442.57,безналичный,Гомель,МаксБанк-TBUN-109,27-08-2010,23:02:07,успешно,да,430.28
юр. лицо,списание средств,1894.13,наличный,Брест,МаксБанк-YSMO-701,28-03-2004,09:20:23,неправильный ввод пин-кода,да,167.73
физ. лицо,списание средств,3396.46,безналичный,Минск,МаксБанк-MNAW-350,06-09-2017,21:05:47,успешно,да,261.32
юр. лицо,списание средств,2540.89,безналичный,Гомель,Белинвестбанк-YGKO-721,02-03-2013,03:18:32,успешно,да,179.93
юр. лицо,списание средств,2310.69,безналичный,Гомель,Белинвестбанк-BEZY-615,29-11-2006,11:12:13,успешно,да,189.18
юр. лицо,списание средств,1707.28,наличный,Могилев,МаксБанк-WUBG-491,18-09-2018,12:49:13,неправильный ввод пин-кода,да,98.57
физ. лицо,списание средств,425.36,наличный,Минск,Белинвестбанк-JXWU-247,14-08-2011,20:03:58,успешно,да,38.5
юр. лицо,списание средств,4925.3,безналичный,Брест,Беларусбанк-DROJ-133,21-12-2022,11:06:27,недостаточно средств,да,459.93
физ. лицо,списание средств,2800.53,безналичный,Гродно,Белинвестбанк-HJGP-786,05-11-2016,03:36:38,неправильный ввод пин-кода,да,34.56
физ. лицо,списание средств,4635.14,безналичный,Гродно,МаксБанк-HBYG-867,31-03-2004,02:35:33,недостаточно средств,да,146.87
юр. лицо,списание средств,3630.06,безналичный,Гродно,МаксБанк-ZNRD-238,17-02-2014,19:31:10,недостаточно средств,да,219.39
физ. лицо,списание средств,3237.79,безналичный,Гродно,БелАгропромбанк-GBJH-205,24-02-2018,01:04:14,неправильный ввод пин-кода,да,34.17
физ. лицо,списание средств,1691.59,безналичный,Витебск,Беларусбанк-INZJ-183,25-01-2004,00:43:05,успешно,да,95.22
физ. лицо,списание средств,4485.49,безналичный,Минск,МаксБанк-TMYO-397,04-12-2005,15:10:18,успешно,да,82.04
физ. лицо,списание средств,188.37,безналичный,Гомель,Беларусбанк-YLQS-887,03-06-2005,06:55:59,недостаточно средств,да,13.87
юр. лицо,списание средств,2168.27,наличный,Гродно,Беларусбанк-XTBV-590,01-04-2000,21:16:21,успешно,да,179.71
юр. лицо,списание средств,535.6,безналичный,Брест,МаксБанк-HOVW-850,24-11-2022,14:52:18,недостаточно средств,да,45.95
физ. лицо,списание средств,3433.51,безналичный,Гомель,МаксБанк-GVIP-672,02-11-2024,22:40:06,неправильный ввод пин-кода,да,43.98
юр. лицо,списание средств,4889.93,наличный,Минск,Беларусбанк-PTTO-617,23-04-2001,19:52:00,неправильный ввод пин-кода,да,487.8
юр. лицо,списание средств,2939.92,безналичный,Витебск,МаксБанк-XLWE-654,23-01-2001,04:07:59,неправильный ввод пин-кода,да,106.89
физ. лицо,списание средств,751.03,наличный,Минск,МаксБанк-GIVQ-563,26-03-2009,08:38:45,недостаточно средств,да,15.28
юр. лицо,списание средств,4732.69,наличный,Брест,БелАгропромбанк-QXZL-539,14-09-2023,09:51:40,успешно,да,148.05
физ. лицо,списание средств,838.01,наличный,Гомель,Беларусбанк-CDYK-310,18-04-2008,15:37:50,успешно,да,62.69
юр. лицо,списание средств,4818.03,безналичный,Могилев,Белинвестбанк-YCVC-894,10-10-2004,18:59:01,успешно,да,201.95
юр. лицо,списание средств,226.69,наличный,Минск,БелАгропромбанк-FTDK-615,23-01-2003,22:39:44,недостаточно средств,да,11.05
юр. лицо,списание средств,3060.58,наличный,Минск,Белинвестбанк-UKYH-578,25-11-2006,10:02:05,успешно,да,73.56
юр. лицо,списание средств,2506.93,безналичный,Брест,Приорбанк-BKSR-318,13-12-2012,21:08:03,недостаточно средств,да,119.42
юр. лицо,списание средств,2440.51,наличный,Гродно,БелАгропромбанк-ATJN-208,07-07-2004,10:28:15,неправильный ввод пин-кода,да,31.72
юр. лицо,списание средств,4580.39,наличный,Витебск,МаксБанк-CMAB-441,03-10-2023,05:04:17,недостаточно средств,да,297.19
юр. лицо,списание средств,767.73,наличный,Гомель,МаксБанк-OLPX-290,24-04-2002,13:02:04,успешно,да,48.16
юр. лицо,списание средств,1215.09,наличный,Гомель,БелАгропромбанк-NSSI-563,23-10-2018,06:49:12,неправильный ввод пин-кода,да,26.25
физ. лицо,списание средств,4383.45,наличный,Гомель,БелАгропромбанк-OKAV-318,02-04-2000,01:36:59,успешно,да,143.46
физ. лицо,списание средств,4337.63,безналичный,Гродно,Беларусбанк-KZCL-468,21-06-2013,11:51:43,неправильный ввод пин-кода,да,261.66
физ. лицо,списание средств,250.96,безналичный,Гродно,МаксБанк-IKQX-427,02-06-2003,14:40:14,успешно,да,11.57
физ. лицо,списание средств,4668.03,наличный,Гродно,Приорбанк-AKES-440,25-04-2005,15:19:29,недостаточно средств,да,129.35
юр. лицо,списание средств,864.13,безналичный,Брест,МаксБанк-DRBA-111,29-07-2022,23:45:12,неправильный ввод пин-кода,да,86.12
физ. лицо,списание средств,3136.57,безналичный,Минск,БелАгропромбанк-WCXD-371,03-10-2008,03:06:27,неправильный ввод пин-кода,да,286.08
юр. лицо,списание средств,789.5,безналичный,Витебск,Беларусбанк-VRWN-171,01-06-2015,16:50:08,недостаточно средств,да,60.1
физ. лицо,списание средств,2171.71,безналичный,Минск,Белинвестбанк-PKBB-933,05-11-2021,03:54:06,успешно,да,193.13
физ. лицо,списание средств,2174.42,безналичный,Минск,Приорбанк-EIUW-750,12-11-2019,00:12:21,успешно,да,89.42
физ. лицо,списание средств,1230.6,наличный,Гродно,МаксБанк-UTSF-606,29-08-2022,14:31:30,недостаточно средств,да,27.0
физ. лицо,списание средств,2988.4,наличный,Брест,Белинвестбанк-GWKQ-259,07-07-2019,10:19:03,недостаточно средств,да,188.04
юр. лицо,списание средств,814.56,наличный,Гомель,Белинвестбанк-CRXG-733,01-12-2016,06:15:58,неправильный ввод пин-кода,да,13.61
физ. лицо,списание средств,3183.48,наличный,Брест,МаксБанк-MVCF-464,25-07-2024,13:27:57,успешно,да,64.06
физ. лицо,списание средств,4695.11,безналичный,Брест,Приорбанк-BKSG-526,02-07-2012,23:53:08,успешно,да,205.87
физ. лицо,списание средств,2374.11,наличный,Гомель,МаксБанк-QYWR-199,02-05-2000,08:21:17,неправильный ввод пин-кода,да,118.38
физ. лицо,списание средств,1512.45,безналичный,Витебск,Белинвестбанк-GAGM-136,05-04-2011,16:32:19,недостаточно средств,да,20.76
юр. лицо,списание средств,3250.98,безналичный,Гомель,Белинвестбанк-YAPS-793,15-07-2015,00:05:07,успешно,да,277.03
физ. лицо,списание средств,2382.99,безналичный,Минск,БелАгропромбанк-YNXS-750,29-01-2022,02:15:35,успешно,да,44.71
юр. лицо,списание средств,4582.68,наличный,Витебск,Белинвестбанк-CIQP-650,24-10-2000,15:14:45,неправильный ввод пин-кода,да,99.41
юр. лицо,списание средств,1490.45,наличный,Гомель,Белинвестбанк-JDRF-701,11-10-2011,03:05:44,неправильный ввод пин-кода,да,25.44
юр. лицо,списание средств,3548.28,безналичный,Могилев,МаксБанк-XIWA-657,10-06-2003,22:06:54,недостаточно средств,да,234.77
юр. лицо,списание средств,458.33,наличный,Витебск,Беларусбанк-YZEC-049,22-12-2004,15:06:12,недостаточно средств,да,14.1
юр. лицо,списание средств,4837.48,безналичный,Брест,Приорбанк-EJGH-809,13-02-2006,19:12:58,неправильный ввод пин-кода,да,171.25
юр. лицо,списание средств,3041.35,безналичный,Гомель,Беларусбанк-QZLT-206,18-01-2014,22:28:42,недостаточно средств,да,173.18
физ. лицо,списание средств,4842.93,наличный,Гомель,Беларусбанк-OBAK-914,03-04-2018,01:21:26,недостаточно средств,да,221.1
физ. лицо,списание средств,422.81,безналичный,Витебск,Белинвестбанк-HODY-353,16-06-2010,07:34:18,недостаточно средств,да,7.65
физ. лицо,списание средств,4445.57,наличный,Минск,БелАгропромбанк-HWOR-400,13-01-2013,01:59:33,неправильный ввод пин-кода,да,228.0
физ. лицо,списание средств,3168.15,наличный,Минск,МаксБанк-TBAX-686,25-04-2024,12:22:37,неправильный ввод пин-кода,да,79.7
физ. лицо,списание средств,2168.9,наличный,Брест,МаксБанк-YBJK-649,28-05-2016,22:23:33,успешно,да,144.09
физ. лицо,списание средств,166.47,безналичный,Гродно,БелАгропромбанк-RYTA-729,09-11-2008,09:41:29,недостаточно средств,да,8.56
физ. лицо,списание средств,1045.36,безналичный,Витебск,Беларусбанк-YJUI-271,18-05-2014,19:10:44,неправильный ввод пин-кода,да,12.44
юр. лицо,списание средств,553.4,безналичный,Гомель,Беларусбанк-MURS-039,28-12-2023,06:25:55,недостаточно средств,да,22.34
физ. лицо,списание средств,1168.35,наличный,Витебск,МаксБанк-YIWX-021,30-12-2010,20:50:49,неправильный ввод пин-кода,да,75.08
юр. лицо,списание средств,2211.06,наличный,Брест,Белинвестбанк-XJGU-946,08-06-2022,19:15:43,успешно,да,174.44
физ. лицо,списание средств,4369.12,безналичный,Брест,Беларусбанк-TWNL-919,19-05-2000,07:52:52,неправильный ввод пин-кода,да,86.45
юр. лицо,списание средств,414.47,безналичный,Минск,Беларусбанк-LBUM-267,16-04-2003,11:38:16,неправильный ввод пин-кода,да,6.01
физ. лицо,списание средств,2162.13,безналичный,Могилев,Белинвестбанк-YMAP-467,12-01-2015,02:19:22,неправильный ввод пин-кода,да,201.81
физ. лицо,списание средств,2523.05,безналичный,Могилев,МаксБанк-DCBW-752,16-09-2010,06:42:45,недостаточно средств,да,34.15
юр. лицо,списание средств,119.99,наличный,Брест,Белинвестбанк-CWJK-549,16-06-2020,20:16:44,недостаточно средств,да,7.69
физ. лицо,списание средств,3507.12,наличный,Гомель,БелАгропромбанк-JQLV-339,14-04-2019,23:03:50,неправильный ввод пин-кода,да,125.22
юр. лицо,списание средств,3173.2,наличный,Могилев,Белинвестбанк-GIRY-338,05-11-2021,10:16:28,успешно,да,100.8
юр. лицо,списание средств,1054.95,безналичный,Гомель,БелАгропромбанк-COBC-642,22-05-2004,21:49:34,успешно,да,19.95
физ. лицо,списание средств,3150.73,наличный,Гомель,Белинвестбанк-EBEC-927,06-11-2017,15:34:23,успешно,да,273.14
юр. лицо,списание средств,1800.07,безналичный,Гродно,БелАгропромбанк-TRSF-642,06-10-2013,05:53:38,неправильный ввод пин-кода,да,160.38
юр. лицо,списание средств,4482.89,наличный,Витебск,БелАгропромбанк-UKIC-383,29-03-2015,07:14:46,недостаточно средств,да,394.57
физ. лицо,списание средств,325.02,безналичный,Минск,МаксБанк-SYME-517,18-04-2020,11:06:25,недостаточно средств,да,7.57
юр. лицо,списание средств,946.61,наличный,Минск,БелАгропромбанк-RTZV-661,04-11-2015,03:58:17,недостаточно средств,да,69.5
физ. лицо,списание средств,2608.47,безналичный,Могилев,Белинвестбанк-VLOH-622,31-05-2009,18:37:47,успешно,да,202.04
юр. лицо,списание средств,2022.09,наличный,Минск,Белинвестбанк-QHRV-325,13-11-2004,21:51:45,успешно,да,100.46
физ. лицо,списание средств,2681.15,наличный,Могилев,МаксБанк-KMAR-167,16-03-2006,03:51:28,неправильный ввод пин-кода,да,213.57
физ. лицо,списание средств,3403.1,безналичный,Гродно,МаксБанк-TQZG-042,23-08-2024,01:43:04,недостаточно средств,да,298.21
юр. лицо,списание средств,4541.26,наличный,Витебск,Приорбанк-GUPO-208,03-04-2016,11:33:14,недостаточно средств,да,254.31
физ. лицо,списание средств,4680.63,наличный,Могилев,БелАгропромбанк-YTTW-931,23-01-2008,10:25:27,неправильный ввод пин-кода,да,246.83
физ. лицо,списание средств,1433.58,наличный,Гродно,БелАгропромбанк-JCDO-598,10-04-2004,23:00:52,неправильный ввод пин-кода,да,96.41
юр. лицо,списание средств,1147.61,безналичный,Гомель,МаксБанк-FOHE-633,28-02-2016,22:34:04,недостаточно средств,да,25.04
